position	match	mismatch	gap	coverage
2224	8210	0	0	8210
2225	8210	0	0	8210
2226	8210	0	0	8210
2227	8210	0	0	8210
2228	8210	0	0	8210
2229	8210	0	0	8210
2230	8210	0	0	8210
2231	8210	0	0	8210
2232	8210	0	0	8210
2233	8210	0	0	8210
2234	8210	0	0	8210
2235	8210	0	0	8210
2236	8210	0	0	8210
2237	8210	0	0	8210
2238	8210	0	0	8210
2239	8208	2	0	8210
2240	8210	0	0	8210
2241	8209	1	0	8210
2242	8210	0	0	8210
2243	8210	0	0	8210
2244	8210	0	0	8210
2245	8210	0	0	8210
2246	8210	0	0	8210
2247	8209	1	0	8210
2248	8210	0	0	8210
2249	8210	0	0	8210
2250	8210	0	0	8210
2251	8210	0	0	8210
2252	8210	0	0	8210
2253	8210	0	0	8210
2254	8207	3	0	8210
2255	8210	0	0	8210
2256	8210	0	0	8210
2257	6749	1461	0	8210
2258	8210	0	0	8210
2259	8210	0	0	8210
2260	8210	0	0	8210
2261	8210	0	0	8210
2262	8210	0	0	8210
2263	8210	0	0	8210
2264	8210	0	0	8210
2265	5972	2238	0	8210
2266	8210	0	0	8210
2267	8208	2	0	8210
2268	8209	1	0	8210
2269	8210	0	0	8210
2270	8210	0	0	8210
2271	8210	0	0	8210
2272	8208	2	0	8210
2273	8210	0	0	8210
2274	8210	0	0	8210
2275	8210	0	0	8210
2276	8210	0	0	8210
2277	8210	0	0	8210
2278	8210	0	0	8210
2279	8210	0	0	8210
2280	6274	1936	0	8210
2281	8209	1	0	8210
2282	8210	0	0	8210
2283	8210	0	0	8210
2284	8209	1	0	8210
2285	8210	0	0	8210
2286	8210	0	0	8210
2287	8187	23	0	8210
2288	8210	0	0	8210
2289	8178	32	0	8210
2290	8210	0	0	8210
2291	8210	0	0	8210
2292	8210	0	0	8210
2293	8210	0	0	8210
2294	8210	0	0	8210
2295	8210	0	0	8210
2296	8210	0	0	8210
2297	8210	0	0	8210
2298	8210	0	0	8210
2299	8210	0	0	8210
2300	8210	0	0	8210
2301	8209	1	0	8210
2302	8210	0	0	8210
2303	8210	0	0	8210
2304	8210	0	0	8210
2305	8210	0	0	8210
2306	8210	0	0	8210
2307	8210	0	0	8210
2308	8210	0	0	8210
2309	8210	0	0	8210
2310	8210	0	0	8210
2311	8210	0	0	8210
2312	8210	0	0	8210
2313	8210	0	0	8210
2314	8209	1	0	8210
2315	8210	0	0	8210
2316	8210	0	0	8210
2317	8210	0	0	8210
2318	8210	0	0	8210
2319	8210	0	0	8210
2320	8210	0	0	8210
2321	8210	0	0	8210
2322	8210	0	0	8210
2323	8210	0	0	8210
2324	8210	0	0	8210
2325	8210	0	0	8210
2326	8210	0	0	8210
2327	8098	112	0	8210
2328	8163	47	0	8210
2329	8210	0	0	8210
2330	8210	0	0	8210
2331	8210	0	0	8210
2332	8210	0	0	8210
2333	8210	0	0	8210
2334	8210	0	0	8210
2335	8210	0	0	8210
2336	8210	0	0	8210
2337	8210	0	0	8210
2338	8210	0	0	8210
2339	8210	0	0	8210
2340	8210	0	0	8210
2341	8210	0	0	8210
2342	8210	0	0	8210
2343	8001	209	0	8210
2344	8210	0	0	8210
2345	8210	0	0	8210
2346	8210	0	0	8210
2347	8210	0	0	8210
2348	8210	0	0	8210
2349	8210	0	0	8210
2350	8210	0	0	8210
2351	8210	0	0	8210
2352	8157	53	0	8210
2353	8210	0	0	8210
2354	8210	0	0	8210
2355	8210	0	0	8210
2356	8210	0	0	8210
2357	8210	0	0	8210
2358	8210	0	0	8210
2359	8210	0	0	8210
2360	8210	0	0	8210
2361	8210	0	0	8210
2362	8210	0	0	8210
2363	8210	0	0	8210
2364	8210	0	0	8210
2365	8209	1	0	8210
2366	8210	0	0	8210
2367	8077	133	0	8210
2368	8210	0	0	8210
2369	8209	1	0	8210
2370	8209	1	0	8210
2371	8210	0	0	8210
2372	8210	0	0	8210
2373	8210	0	0	8210
2374	8203	7	0	8210
2375	8210	0	0	8210
2376	8210	0	0	8210
2377	8210	0	0	8210
2378	8210	0	0	8210
2379	8209	1	0	8210
2380	8210	0	0	8210
2381	8210	0	0	8210
2382	8210	0	0	8210
2383	8210	0	0	8210
2384	8210	0	0	8210
2385	8210	0	0	8210
2386	8210	0	0	8210
2387	8209	1	0	8210
2388	8210	0	0	8210
2389	8210	0	0	8210
2390	8208	2	0	8210
2391	8207	3	0	8210
2392	8210	0	0	8210
2393	8209	1	0	8210
2394	8210	0	0	8210
2395	8210	0	0	8210
2396	8210	0	0	8210
2397	8210	0	0	8210
2398	8209	1	0	8210
2399	8210	0	0	8210
2400	8210	0	0	8210
2401	8210	0	0	8210
2402	8210	0	0	8210
2403	8210	0	0	8210
2404	8210	0	0	8210
2405	8209	1	0	8210
2406	2858	5352	0	8210
2407	8210	0	0	8210
2408	8210	0	0	8210
2409	8210	0	0	8210
2410	8210	0	0	8210
2411	8210	0	0	8210
2412	8210	0	0	8210
2413	8210	0	0	8210
2414	8208	2	0	8210
2415	8210	0	0	8210
2416	8210	0	0	8210
2417	8210	0	0	8210
2418	8203	7	0	8210
2419	8210	0	0	8210
2420	8210	0	0	8210
2421	8210	0	0	8210
2422	8198	12	0	8210
2423	8210	0	0	8210
2424	8210	0	0	8210
2425	8210	0	0	8210
2426	8210	0	0	8210
2427	8210	0	0	8210
2428	8210	0	0	8210
2429	8210	0	0	8210
2430	8210	0	0	8210
2431	8209	1	0	8210
2432	8210	0	0	8210
2433	2003	6207	0	8210
2434	8210	0	0	8210
2435	8210	0	0	8210
2436	8088	122	0	8210
2437	8209	1	0	8210
2438	8209	1	0	8210
2439	8210	0	0	8210
2440	8208	2	0	8210
2441	8210	0	0	8210
2442	8210	0	0	8210
2443	8210	0	0	8210
2444	8195	15	0	8210
2445	8210	0	0	8210
2446	8210	0	0	8210
2447	8210	0	0	8210
2448	8084	126	0	8210
2449	8210	0	0	8210
2450	8210	0	0	8210
2451	8209	1	0	8210
2452	8209	1	0	8210
2453	8210	0	0	8210
2454	8210	0	0	8210
2455	8210	0	0	8210
2456	8210	0	0	8210
2457	8198	12	0	8210
2458	8209	1	0	8210
2459	8210	0	0	8210
2460	8209	1	0	8210
2461	8210	0	0	8210
2462	8210	0	0	8210
2463	8210	0	0	8210
2464	8210	0	0	8210
2465	8210	0	0	8210
2466	8210	0	0	8210
2467	8210	0	0	8210
2468	8209	1	0	8210
2469	8210	0	0	8210
2470	8210	0	0	8210
2471	8210	0	0	8210
2472	1342	6868	0	8210
2473	8210	0	0	8210
2474	8210	0	0	8210
2475	1304	6905	1	8210
2476	8210	0	0	8210
2477	8210	0	0	8210
2478	8207	3	0	8210
2479	8210	0	0	8210
2480	8210	0	0	8210
2481	8210	0	0	8210
2482	8210	0	0	8210
2483	8210	0	0	8210
2484	8210	0	0	8210
2485	8210	0	0	8210
2486	8210	0	0	8210
2487	8210	0	0	8210
2488	8210	0	0	8210
2489	8210	0	0	8210
2490	8210	0	0	8210
2491	8210	0	0	8210
2492	8210	0	0	8210
2493	8210	0	0	8210
2494	8210	0	0	8210
2495	8210	0	0	8210
2496	8210	0	0	8210
2497	8208	2	0	8210
2498	8210	0	0	8210
2499	8210	0	0	8210
2500	8210	0	0	8210
2501	8210	0	0	8210
2502	8207	3	0	8210
2503	8210	0	0	8210
2504	8193	17	0	8210
2505	8145	65	0	8210
2506	8210	0	0	8210
2507	8210	0	0	8210
2508	8210	0	0	8210
2509	8210	0	0	8210
2510	8210	0	0	8210
2511	8184	26	0	8210
2512	8210	0	0	8210
2513	8085	125	0	8210
2514	8210	0	0	8210
2515	8210	0	0	8210
2516	8210	0	0	8210
2517	8209	1	0	8210
2518	8210	0	0	8210
2519	8206	4	0	8210
2520	8210	0	0	8210
2521	8210	0	0	8210
2522	8210	0	0	8210
2523	8210	0	0	8210
2524	8210	0	0	8210
2525	8210	0	0	8210
2526	8210	0	0	8210
2527	8210	0	0	8210
2528	8210	0	0	8210
2529	8210	0	0	8210
2530	8210	0	0	8210
2531	8210	0	0	8210
2532	8210	0	0	8210
2533	8210	0	0	8210
2534	8210	0	0	8210
2535	8210	0	0	8210
2536	8210	0	0	8210
2537	8210	0	0	8210
2538	8196	14	0	8210
2539	8209	1	0	8210
2540	8210	0	0	8210
2541	8210	0	0	8210
2542	8210	0	0	8210
2543	8207	3	0	8210
2544	8206	4	0	8210
2545	8210	0	0	8210
2546	8209	1	0	8210
2547	8195	15	0	8210
2548	8210	0	0	8210
2549	8210	0	0	8210
2550	8210	0	0	8210
2551	8210	0	0	8210
2552	8209	1	0	8210
2553	8210	0	0	8210
2554	8210	0	0	8210
2555	8210	0	0	8210
2556	8209	1	0	8210
2557	8210	0	0	8210
2558	8210	0	0	8210
2559	8210	0	0	8210
2560	8210	0	0	8210
2561	8210	0	0	8210
2562	8210	0	0	8210
2563	8210	0	0	8210
2564	8210	0	0	8210
2565	8208	2	0	8210
2566	8210	0	0	8210
2567	8210	0	0	8210
2568	8210	0	0	8210
2569	8210	0	0	8210
2570	8210	0	0	8210
2571	8210	0	0	8210
2572	8210	0	0	8210
2573	8210	0	0	8210
2574	8209	1	0	8210
2575	8210	0	0	8210
2576	8210	0	0	8210
2577	8210	0	0	8210
2578	8210	0	0	8210
2579	8210	0	0	8210
2580	8207	3	0	8210
2581	8209	1	0	8210
2582	8210	0	0	8210
2583	8210	0	0	8210
2584	8210	0	0	8210
2585	8210	0	0	8210
2586	8210	0	0	8210
2587	8210	0	0	8210
2588	8210	0	0	8210
2589	8200	10	0	8210
2590	8210	0	0	8210
2591	8210	0	0	8210
2592	8210	0	0	8210
2593	8210	0	0	8210
2594	8208	2	0	8210
2595	8210	0	0	8210
2596	8210	0	0	8210
2597	8210	0	0	8210
2598	8210	0	0	8210
2599	8210	0	0	8210
2600	8210	0	0	8210
2601	8210	0	0	8210
2602	8208	2	0	8210
2603	8210	0	0	8210
2604	8209	1	0	8210
2605	8210	0	0	8210
2606	8210	0	0	8210
2607	8210	0	0	8210
2608	8210	0	0	8210
2609	8210	0	0	8210
2610	8210	0	0	8210
2611	8210	0	0	8210
2612	8210	0	0	8210
2613	8210	0	0	8210
2614	8209	1	0	8210
2615	8210	0	0	8210
2616	7469	741	0	8210
2617	8210	0	0	8210
2618	8210	0	0	8210
2619	8210	0	0	8210
2620	8210	0	0	8210
2621	8210	0	0	8210
2622	8210	0	0	8210
2623	8210	0	0	8210
2624	8210	0	0	8210
2625	8210	0	0	8210
2626	8205	5	0	8210
2627	8210	0	0	8210
2628	8210	0	0	8210
2629	8210	0	0	8210
2630	8210	0	0	8210
2631	8208	2	0	8210
2632	8210	0	0	8210
2633	8204	6	0	8210
2634	8210	0	0	8210
2635	8209	1	0	8210
2636	8210	0	0	8210
2637	8210	0	0	8210
2638	8210	0	0	8210
2639	8206	4	0	8210
2640	8209	1	0	8210
2641	8210	0	0	8210
2642	8210	0	0	8210
2643	8210	0	0	8210
2644	8210	0	0	8210
2645	8197	13	0	8210
2646	8208	2	0	8210
2647	8206	4	0	8210
2648	8210	0	0	8210
2649	8210	0	0	8210
2650	8210	0	0	8210
2651	8209	1	0	8210
2652	8210	0	0	8210
2653	8210	0	0	8210
2654	8208	2	0	8210
2655	6788	1422	0	8210
2656	8210	0	0	8210
2657	8209	1	0	8210
2658	8210	0	0	8210
2659	8210	0	0	8210
2660	8209	1	0	8210
2661	8210	0	0	8210
2662	8210	0	0	8210
2663	8203	7	0	8210
2664	8210	0	0	8210
2665	8210	0	0	8210
2666	8210	0	0	8210
2667	8210	0	0	8210
2668	8210	0	0	8210
2669	8210	0	0	8210
2670	8210	0	0	8210
2671	8210	0	0	8210
2672	8210	0	0	8210
2673	8210	0	0	8210
2674	8210	0	0	8210
2675	8210	0	0	8210
2676	8209	1	0	8210
2677	8210	0	0	8210
2678	8210	0	0	8210
2679	8210	0	0	8210
2680	8210	0	0	8210
2681	8210	0	0	8210
2682	8210	0	0	8210
2683	8210	0	0	8210
2684	8210	0	0	8210
2685	8210	0	0	8210
2686	8210	0	0	8210
2687	8210	0	0	8210
2688	8210	0	0	8210
2689	8210	0	0	8210
2690	8210	0	0	8210
2691	8210	0	0	8210
2692	8210	0	0	8210
2693	8210	0	0	8210
2694	8210	0	0	8210
2695	8210	0	0	8210
2696	8210	0	0	8210
2697	8210	0	0	8210
2698	8210	0	0	8210
2699	8210	0	0	8210
2700	8210	0	0	8210
2701	8210	0	0	8210
2702	8210	0	0	8210
2703	8210	0	0	8210
2704	8210	0	0	8210
2705	8210	0	0	8210
2706	8163	47	0	8210
2707	8209	1	0	8210
2708	8210	0	0	8210
2709	7322	888	0	8210
2710	8210	0	0	8210
2711	8210	0	0	8210
2712	8210	0	0	8210
2713	8210	0	0	8210
2714	8210	0	0	8210
2715	8200	10	0	8210
2716	8210	0	0	8210
2717	8210	0	0	8210
2718	8209	1	0	8210
2719	8210	0	0	8210
2720	8210	0	0	8210
2721	5557	2653	0	8210
2722	8210	0	0	8210
2723	8210	0	0	8210
2724	8210	0	0	8210
2725	8210	0	0	8210
2726	8210	0	0	8210
2727	8210	0	0	8210
2728	8210	0	0	8210
2729	8210	0	0	8210
2730	8210	0	0	8210
2731	8210	0	0	8210
2732	8210	0	0	8210
2733	8210	0	0	8210
2734	8209	1	0	8210
2735	8210	0	0	8210
2736	8210	0	0	8210
2737	8210	0	0	8210
2738	8210	0	0	8210
2739	8210	0	0	8210
2740	8210	0	0	8210
2741	8208	2	0	8210
2742	8208	1	1	8210
2743	8210	0	0	8210
2744	8210	0	0	8210
2745	8210	0	0	8210
2746	8210	0	0	8210
2747	8210	0	0	8210
2748	8210	0	0	8210
2749	8210	0	0	8210
2750	8210	0	0	8210
2751	8210	0	0	8210
2752	8209	1	0	8210
2753	8210	0	0	8210
2754	8181	29	0	8210
2755	8207	3	0	8210
2756	8209	1	0	8210
2757	8210	0	0	8210
2758	8208	2	0	8210
2759	8210	0	0	8210
2760	8210	0	0	8210
2761	8210	0	0	8210
2762	8198	12	0	8210
2763	8004	206	0	8210
2764	8210	0	0	8210
2765	8210	0	0	8210
2766	8210	0	0	8210
2767	8210	0	0	8210
2768	8210	0	0	8210
2769	8210	0	0	8210
2770	8210	0	0	8210
2771	8210	0	0	8210
2772	8210	0	0	8210
2773	8210	0	0	8210
2774	8210	0	0	8210
2775	8210	0	0	8210
2776	8210	0	0	8210
2777	8209	1	0	8210
2778	8210	0	0	8210
2779	8210	0	0	8210
2780	8210	0	0	8210
2781	8210	0	0	8210
2782	8210	0	0	8210
2783	8210	0	0	8210
2784	8210	0	0	8210
2785	8210	0	0	8210
2786	8210	0	0	8210
2787	8210	0	0	8210
2788	8210	0	0	8210
2789	8210	0	0	8210
2790	8209	1	0	8210
2791	8210	0	0	8210
2792	8210	0	0	8210
2793	8210	0	0	8210
2794	8210	0	0	8210
2795	8210	0	0	8210
2796	8210	0	0	8210
2797	8209	1	0	8210
2798	8209	1	0	8210
2799	8209	1	0	8210
2800	8210	0	0	8210
2801	8210	0	0	8210
2802	8210	0	0	8210
2803	8210	0	0	8210
2804	8210	0	0	8210
2805	8185	25	0	8210
2806	8210	0	0	8210
2807	8210	0	0	8210
2808	8210	0	0	8210
2809	8210	0	0	8210
2810	8210	0	0	8210
2811	8210	0	0	8210
2812	8209	1	0	8210
2813	8210	0	0	8210
2814	8210	0	0	8210
2815	8210	0	0	8210
2816	8210	0	0	8210
2817	8210	0	0	8210
2818	8210	0	0	8210
2819	8210	0	0	8210
2820	8210	0	0	8210
2821	8210	0	0	8210
2822	8210	0	0	8210
2823	8210	0	0	8210
2824	8210	0	0	8210
2825	8210	0	0	8210
2826	8210	0	0	8210
2827	8210	0	0	8210
2828	8210	0	0	8210
2829	8210	0	0	8210
2830	8210	0	0	8210
2831	8210	0	0	8210
2832	8210	0	0	8210
2833	8210	0	0	8210
2834	8207	3	0	8210
2835	8210	0	0	8210
2836	8210	0	0	8210
2837	8208	2	0	8210
2838	8208	2	0	8210
2839	8210	0	0	8210
2840	8209	0	1	8210
2841	8209	0	1	8210
2842	8209	0	1	8210
2843	8209	0	1	8210
2844	8209	0	1	8210
2845	8209	0	1	8210
2846	8209	0	1	8210
2847	8209	0	1	8210
2848	8209	0	1	8210
2849	8209	0	1	8210
2850	8209	0	1	8210
2851	8210	0	0	8210
2852	8210	0	0	8210
2853	8210	0	0	8210
2854	8210	0	0	8210
2855	8210	0	0	8210
2856	8210	0	0	8210
2857	8210	0	0	8210
2858	8210	0	0	8210
2859	8210	0	0	8210
2860	8210	0	0	8210
2861	8210	0	0	8210
2862	7536	674	0	8210
2863	8210	0	0	8210
2864	8210	0	0	8210
2865	8210	0	0	8210
2866	8210	0	0	8210
2867	8210	0	0	8210
2868	8210	0	0	8210
2869	8210	0	0	8210
2870	8210	0	0	8210
2871	8210	0	0	8210
2872	8085	125	0	8210
2873	8210	0	0	8210
2874	8210	0	0	8210
2875	8210	0	0	8210
2876	8210	0	0	8210
2877	8209	1	0	8210
2878	8210	0	0	8210
2879	8210	0	0	8210
2880	8210	0	0	8210
2881	8207	3	0	8210
2882	8210	0	0	8210
2883	8208	2	0	8210
2884	8210	0	0	8210
2885	8210	0	0	8210
2886	8210	0	0	8210
2887	8210	0	0	8210
2888	8210	0	0	8210
2889	7084	1126	0	8210
2890	8210	0	0	8210
2891	8210	0	0	8210
2892	8210	0	0	8210
2893	8210	0	0	8210
2894	8210	0	0	8210
2895	8210	0	0	8210
2896	8210	0	0	8210
2897	8210	0	0	8210
2898	8210	0	0	8210
2899	8210	0	0	8210
2900	8210	0	0	8210
2901	8210	0	0	8210
2902	8210	0	0	8210
2903	8210	0	0	8210
2904	8210	0	0	8210
2905	8210	0	0	8210
2906	8210	0	0	8210
2907	8210	0	0	8210
2908	8210	0	0	8210
2909	8210	0	0	8210
2910	8210	0	0	8210
2911	8208	2	0	8210
2912	8210	0	0	8210
2913	8210	0	0	8210
2914	8210	0	0	8210
2915	8210	0	0	8210
2916	8209	1	0	8210
2917	8210	0	0	8210
2918	8210	0	0	8210
2919	8210	0	0	8210
2920	8210	0	0	8210
2921	8208	2	0	8210
2922	8210	0	0	8210
2923	8210	0	0	8210
2924	8210	0	0	8210
2925	8210	0	0	8210
2926	8210	0	0	8210
2927	8210	0	0	8210
2928	8210	0	0	8210
2929	8203	7	0	8210
2930	8210	0	0	8210
2931	8210	0	0	8210
2932	8210	0	0	8210
2933	8206	4	0	8210
2934	8210	0	0	8210
2935	8210	0	0	8210
2936	8210	0	0	8210
2937	8210	0	0	8210
2938	8210	0	0	8210
2939	8210	0	0	8210
2940	8210	0	0	8210
2941	8210	0	0	8210
2942	8210	0	0	8210
2943	8210	0	0	8210
2944	8210	0	0	8210
2945	8210	0	0	8210
2946	8210	0	0	8210
2947	8210	0	0	8210
2948	8001	209	0	8210
2949	8209	1	0	8210
2950	8209	1	0	8210
2951	8210	0	0	8210
2952	8209	1	0	8210
2953	8210	0	0	8210
2954	8210	0	0	8210
2955	8210	0	0	8210
2956	8210	0	0	8210
2957	8210	0	0	8210
2958	8210	0	0	8210
2959	6924	1286	0	8210
2960	8209	1	0	8210
2961	8210	0	0	8210
2962	8210	0	0	8210
2963	8208	2	0	8210
2964	8210	0	0	8210
2965	8210	0	0	8210
2966	8210	0	0	8210
2967	8210	0	0	8210
2968	8210	0	0	8210
2969	8210	0	0	8210
2970	8210	0	0	8210
2971	8210	0	0	8210
2972	8210	0	0	8210
2973	8210	0	0	8210
2974	8181	29	0	8210
2975	8210	0	0	8210
2976	8210	0	0	8210
2977	8210	0	0	8210
2978	8210	0	0	8210
2979	8210	0	0	8210
2980	8210	0	0	8210
2981	8210	0	0	8210
2982	8210	0	0	8210
2983	8210	0	0	8210
2984	8210	0	0	8210
2985	8209	1	0	8210
2986	8210	0	0	8210
2987	8210	0	0	8210
2988	8210	0	0	8210
2989	8208	1	1	8210
2990	8209	1	0	8210
2991	8210	0	0	8210
2992	8210	0	0	8210
2993	8210	0	0	8210
2994	8210	0	0	8210
2995	8210	0	0	8210
2996	8210	0	0	8210
2997	8210	0	0	8210
2998	8210	0	0	8210
2999	8210	0	0	8210
3000	8210	0	0	8210
3001	8209	1	0	8210
3002	8210	0	0	8210
3003	8210	0	0	8210
3004	8210	0	0	8210
3005	8210	0	0	8210
3006	8210	0	0	8210
3007	8209	1	0	8210
3008	8210	0	0	8210
3009	8210	0	0	8210
3010	8210	0	0	8210
3011	8210	0	0	8210
3012	8210	0	0	8210
3013	8210	0	0	8210
3014	8210	0	0	8210
3015	8210	0	0	8210
3016	8210	0	0	8210
3017	8210	0	0	8210
3018	8209	1	0	8210
3019	8027	183	0	8210
3020	8210	0	0	8210
3021	8207	3	0	8210
3022	8210	0	0	8210
3023	8210	0	0	8210
3024	8210	0	0	8210
3025	8210	0	0	8210
3026	8210	0	0	8210
3027	8208	2	0	8210
3028	8210	0	0	8210
3029	8210	0	0	8210
3030	8210	0	0	8210
3031	8210	0	0	8210
3032	8209	1	0	8210
3033	8210	0	0	8210
3034	8209	1	0	8210
3035	8210	0	0	8210
3036	8210	0	0	8210
3037	8210	0	0	8210
3038	8210	0	0	8210
3039	8210	0	0	8210
3040	8210	0	0	8210
3041	8209	1	0	8210
3042	8210	0	0	8210
3043	8210	0	0	8210
3044	8210	0	0	8210
3045	8210	0	0	8210
3046	8210	0	0	8210
3047	8210	0	0	8210
3048	8210	0	0	8210
3049	8210	0	0	8210
3050	8210	0	0	8210
3051	8210	0	0	8210
3052	8210	0	0	8210
3053	8210	0	0	8210
3054	8208	2	0	8210
3055	8193	17	0	8210
3056	8210	0	0	8210
3057	8210	0	0	8210
3058	8210	0	0	8210
3059	8210	0	0	8210
3060	8210	0	0	8210
3061	8210	0	0	8210
3062	8210	0	0	8210
3063	8209	1	0	8210
3064	8210	0	0	8210
3065	8210	0	0	8210
3066	8210	0	0	8210
3067	8209	1	0	8210
3068	8210	0	0	8210
3069	8210	0	0	8210
3070	4135	4075	0	8210
3071	8210	0	0	8210
3072	8210	0	0	8210
3073	8210	0	0	8210
3074	8209	1	0	8210
3075	8210	0	0	8210
3076	8210	0	0	8210
3077	8210	0	0	8210
3078	8210	0	0	8210
3079	8210	0	0	8210
3080	8210	0	0	8210
3081	8209	1	0	8210
3082	6296	1914	0	8210
3083	8210	0	0	8210
3084	8210	0	0	8210
3085	6763	1447	0	8210
3086	8210	0	0	8210
3087	8210	0	0	8210
3088	8210	0	0	8210
3089	8210	0	0	8210
3090	8210	0	0	8210
3091	8210	0	0	8210
3092	8210	0	0	8210
3093	8210	0	0	8210
3094	8210	0	0	8210
3095	8210	0	0	8210
3096	8210	0	0	8210
3097	8210	0	0	8210
3098	8210	0	0	8210
3099	8210	0	0	8210
3100	8210	0	0	8210
3101	8210	0	0	8210
3102	8210	0	0	8210
3103	8208	2	0	8210
3104	8209	1	0	8210
3105	8209	1	0	8210
3106	1515	6695	0	8210
3107	8210	0	0	8210
3108	8210	0	0	8210
3109	8210	0	0	8210
3110	8201	9	0	8210
3111	8209	1	0	8210
3112	8210	0	0	8210
3113	8210	0	0	8210
3114	8210	0	0	8210
3115	8177	33	0	8210
3116	8210	0	0	8210
3117	8210	0	0	8210
3118	8210	0	0	8210
3119	8210	0	0	8210
3120	8210	0	0	8210
3121	8210	0	0	8210
3122	8210	0	0	8210
3123	8210	0	0	8210
3124	8210	0	0	8210
3125	8210	0	0	8210
3126	8208	2	0	8210
3127	8210	0	0	8210
3128	8203	7	0	8210
3129	8210	0	0	8210
3130	8210	0	0	8210
3131	8210	0	0	8210
3132	8209	1	0	8210
3133	8210	0	0	8210
3134	8210	0	0	8210
3135	8210	0	0	8210
3136	8209	1	0	8210
3137	8210	0	0	8210
3138	8210	0	0	8210
3139	8210	0	0	8210
3140	8210	0	0	8210
3141	8206	4	0	8210
3142	8210	0	0	8210
3143	8210	0	0	8210
3144	8210	0	0	8210
3145	8210	0	0	8210
3146	8210	0	0	8210
3147	8210	0	0	8210
3148	8210	0	0	8210
3149	8210	0	0	8210
3150	8051	159	0	8210
3151	8077	133	0	8210
3152	8210	0	0	8210
3153	8210	0	0	8210
3154	8210	0	0	8210
3155	8208	2	0	8210
3156	8208	2	0	8210
3157	8210	0	0	8210
3158	8210	0	0	8210
3159	8210	0	0	8210
3160	8210	0	0	8210
3161	8210	0	0	8210
3162	8210	0	0	8210
3163	1851	6359	0	8210
3164	8210	0	0	8210
3165	8210	0	0	8210
3166	7514	696	0	8210
3167	8210	0	0	8210
3168	8210	0	0	8210
3169	8210	0	0	8210
3170	8208	2	0	8210
3171	8208	2	0	8210
3172	8210	0	0	8210
3173	8210	0	0	8210
3174	8208	2	0	8210
3175	8210	0	0	8210
3176	8209	1	0	8210
3177	8210	0	0	8210
3178	8202	8	0	8210
3179	8210	0	0	8210
3180	8210	0	0	8210
3181	7084	1126	0	8210
3182	8210	0	0	8210
3183	8210	0	0	8210
3184	8210	0	0	8210
3185	8210	0	0	8210
3186	8210	0	0	8210
3187	8209	1	0	8210
3188	8210	0	0	8210
3189	8209	1	0	8210
3190	8210	0	0	8210
3191	8210	0	0	8210
3192	8210	0	0	8210
3193	8210	0	0	8210
3194	8210	0	0	8210
3195	8210	0	0	8210
3196	8210	0	0	8210
3197	8210	0	0	8210
3198	8210	0	0	8210
3199	8209	1	0	8210
3200	8210	0	0	8210
3201	8209	1	0	8210
3202	8210	0	0	8210
3203	8208	2	0	8210
3204	8210	0	0	8210
3205	8209	1	0	8210
3206	8210	0	0	8210
3207	8209	1	0	8210
3208	8207	3	0	8210
3209	8210	0	0	8210
3210	8210	0	0	8210
3211	8210	0	0	8210
3212	8210	0	0	8210
3213	8210	0	0	8210
3214	8210	0	0	8210
3215	8210	0	0	8210
3216	8210	0	0	8210
3217	8180	30	0	8210
3218	8210	0	0	8210
3219	8007	203	0	8210
3220	8210	0	0	8210
3221	8210	0	0	8210
3222	8210	0	0	8210
3223	8210	0	0	8210
3224	8210	0	0	8210
3225	8210	0	0	8210
3226	8210	0	0	8210
3227	8208	2	0	8210
3228	8209	1	0	8210
3229	7811	399	0	8210
3230	8210	0	0	8210
3231	8210	0	0	8210
3232	8006	204	0	8210
3233	8209	1	0	8210
3234	8209	1	0	8210
3235	1853	6357	0	8210
3236	8210	0	0	8210
3237	8210	0	0	8210
3238	8209	1	0	8210
3239	8210	0	0	8210
3240	8206	4	0	8210
3241	8209	1	0	8210
3242	8209	1	0	8210
3243	8081	129	0	8210
3244	8210	0	0	8210
3245	8210	0	0	8210
3246	8210	0	0	8210
3247	8210	0	0	8210
3248	8210	0	0	8210
3249	8209	0	1	8210
3250	8210	0	0	8210
3251	8210	0	0	8210
3252	8210	0	0	8210
3253	8210	0	0	8210
3254	8210	0	0	8210
3255	8210	0	0	8210
3256	8210	0	0	8210
3257	8210	0	0	8210
3258	8210	0	0	8210
3259	8210	0	0	8210
3260	8210	0	0	8210
3261	8210	0	0	8210
3262	8209	1	0	8210
3263	8210	0	0	8210
3264	8210	0	0	8210
3265	8210	0	0	8210
3266	8210	0	0	8210
3267	8210	0	0	8210
3268	8210	0	0	8210
3269	8210	0	0	8210
3270	8210	0	0	8210
3271	8210	0	0	8210
3272	8210	0	0	8210
3273	8210	0	0	8210
3274	8207	3	0	8210
3275	8210	0	0	8210
3276	8209	1	0	8210
3277	8209	1	0	8210
3278	8210	0	0	8210
3279	8210	0	0	8210
3280	8210	0	0	8210
3281	8210	0	0	8210
3282	8210	0	0	8210
3283	8210	0	0	8210
3284	8210	0	0	8210
3285	8210	0	0	8210
3286	8205	5	0	8210
3287	8209	1	0	8210
3288	8210	0	0	8210
3289	8210	0	0	8210
3290	8209	1	0	8210
3291	8210	0	0	8210
3292	8210	0	0	8210
3293	8210	0	0	8210
3294	8210	0	0	8210
3295	7939	271	0	8210
3296	8210	0	0	8210
3297	8210	0	0	8210
